Cleaned_Sentence,Sentiment
crane would instal onboard two freighter order singaporean ship owner masterbulk .,1
business divest generates consolidated net sale eur 60 million annually currently 640 employee .,1
adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v say today slip net loss eur 81.5 million usd 11.8 2009 profit eur 29.3 million 2008 .,1
company eur2 .8 bn asset count among five large shareholder finnish insurer ilmarinen 4.34 % varma 0.70 % well finnish state pension fund ver 0.61 % .,1
addition 29 employee lay notice whole workforce lay short period need .,1
$ iwm 30minute chart . small cap threaten descend triangle breakdown $ 110.20 .,0
corporate update c 19952009 m2 communication ltd finnish technology group teleste corporation omx helsinki tlt1v report wednesday 4 february operating profit eur5 .6 net sale eur108 .7 year 2008 .,1
stockholmbased nordea bank sto nda say yesterday hire casper von koskull lead corporate merchant bank capital market unit effective 1 september .,1
total need staff cut correspond 300 manyears .,0
finnish fiber plastic product maker suominen corporation say net loss narrow 1.6 mln euro $ 2.0 mln first nine month 2006 2.16 mln euro $ 2.7 mln period 2005 .,2
companiesfresnillo share jump 8 % silver price break $ 21,2
bluewin security available monthly subscription .,1
operating profit eur 11.4 mn eur 7.5 mn .,2
finnish raisio diagnostics launch new dnabased quick test ensure safety food .,2
nonrecurring cost cause talentum premedia business area restructuring amount 2.0 mln euro $ 2.7 mln include company financial result second quarter 2007 .,1
finnish software developer basware oyj say november 30 2006 u.s. subsidiary basware inc. order provide software contract lifecycle management unnamed u.s. medical technology company .,2
chain unite 4550 centre end 2008 .,1
important thing keep bank exist 15000 customer .,1
price stainless steel also rise europe .,1
sweden gallerix accumulate sek denominate sale 1 % eur denominate sale 11 % .,1
$ isrg isrg short,0
$ dara breaking,2
total 38244 new citycon share nominal value eur 1.35 per share subscribe 19 april exercise abc option base company stock option plan 1999 .,1
$ aapl im sure short hold breath hop miracle . lol,2
management decide end 2005 increase cathode copper capacity .,1
image data produce browser phone server convert bitmapped image send handset display .,1
shire say internal synergy goal baxalta deal high,2
one large project magazine division sanomawsoy sanoma magazine international 2006 become launch russian magazine gloriya .,1
finnish airline finnair start temporary layoff cabin crew february 2010 .,1
seller founder company .,1
foodservice consumer good market serve approximately 13000 people 54 manufacture unit several sale office 33 country .,1
acquisition frozen food fish sector long synergy lnnen tehtaat business .,1
$ gnrc find support 10day line far .,2
transaction agreement metsaliitto purchase 24.7 % metsabotnia share upm 3 % mreal .,1
britain ftse fall back ashtead commodity pressure,0
sale seppala diminish 6 per cent .,1
$ bbry bye bye sammy . hello bb . sound like well see green tomorrow .,2
capacity cut 1.4 % passenger load factor 7.8 percentage point .,0
rockwell collins provider flight deck cabin information management solution business aircraft operator .,1
floor area yliopistonrinne project 7900 sq build gross area total 12800 sq m. total 25.1 % facility let .,1
$ nflx vision short term consolidation movement high,2
theodosopoulos say tellabs could value nokia siemens nortel give lead supply status verizon along highgrowth product .,2
current position manty work since 1996 .,1
new production plant company would increase capacity meet expect increase demand would improve use raw material therefore increase production profitability .,2
analyst view astrazeneca share see recent volatility 2015 ...,0
earnings per share eps drop eur 0.21 eur 0.31 .,1
transaction tikkurila powder coatingsrelated operation company say .,1
arm holding plc dominos pizza group plc asos plc 3 musthave growth stock ?,1
pearl plaza llc joint venture srv shanghai industrial investment holding co ltd conclude investment decision construction first phase shopping center saint petersburg russia .,2
measure result decrease demand technical design product information .,1
finnish financial group aktia report operating profit eur 44.4 mn januaryseptember 2009 eur 37.3 mn correspond period 2008 .,2
key price watch $ nflx previous double top reject 218.23,0
finnish glass technology company glaston oyj abp net profit decrease 2.6 mln euro $ 3.8 mln first nine month 2007 7.8 mln euro $ 11.4 mln period 2006 .,1
city spirit sink diageo come short sale slide,0
operating loss increase eur 17mn loss eur 10.8 mn 2005 .,1
alexandria va. june 7 michael g. williams newbury park calif. develop network device .,1
olvi post strong set figure first six month year .,2
stanchart rbs struggle bank england stress test,0
begin year wartsila secure order deliver four gasfuelled main engine propulsion machinery vessel .,2
januarynovember 2009 group sale total eur 7801.7 mn drop 12.6 % period 2008 .,0
glaxosmithkline target growth across unit scrap viiv ipo,2
bhp billiton share price brazil sue samarco £3.5bn,0
come complete lcd touch screen system selection choose function price start around pound 4805 mark .,1
revenue quarter fell 8 percent euro 2.4 billion compare year earlier .,1
split company would 26885540 series share 9540000 series k share .,1
a. le coq special develop bicentenary company trade mark brewer say .,1
arcelormittal chief executive officer lakshmi mittal already cut output furnace .,1
operating profit fell eur 15.1 mn eur 24.6 mn 2006 .,1
bridge part highway 14 development project .,1
kesko agro lietuva agricultural machinery grain trader another member kesko group boost sale 42.9 percent 13.4 million euro vat inclusive .,2
adpnews dec 1 2009 finnish cutlery hand tool maker fiskars oyj abp hel fisa say today make redundant total 18 office management staff member subsidiary iittala group ltd. .,0
metso foundry jyvaskyla oy discontinue production line 30 september 2008 .,1
sale price disclose .,1
helsinki afx retail wholesale group kesko reported net sale 659.4 mln eur february increase 10.8 pct yearonyear .,2
february 2011 new word identity document act make mobile id stateapproved electronic document february 1st 2011 enter force .,1
antti orkola president kemira growhow industrial solution unit tell thomson financial news company put open mine price phosphate quite depress long time .,0
alone .,1
2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki say today slip largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m .,0
sale savcor face cencorp result profit loss yet determine owe factor include valuation consideration share receive prevailing exchange rate .,1
acquisition landsbanken sverige 2009 burden performance eur 3.0 mn .,1
first application market invoice purchase requisition approval mobile device .,1
helsinki eliiv today report eps eur1 .13 2009 increase eps eur1 .12 2008 .,2
easyjet dismiss lufthansa lowcost plan contest germany,0
order receive grow 55 % yearonyear eur732m .,2
januaryaugust 2009 import sea container lorry trailer unit fell 27.7 % export 28.6 % corresponding period 2008 .,0
finnish broadband data communication system provider teleste oyj hel tlt1v say yesterday return net profit eur 2.7 million usd 3.8 first nine month 2010 versus net loss eur 579000 period 2009 .,2
adpnews dec 23 2009 norwegian financial service group sparebank 1 gruppen osl sbgrp say board director appoint today jarle haug manage director claim collection subsidiary sparebank 1 gruppen finans,1
finnishowned contract manufacturer electronics elcoteq hungary kft announce plan recruit 650 new staffer fulfill new order pcs company two plant .,2
